timestamp,location_id,latitude,longitude,traffic_volume,average_speed,congestion_level
2025-01-01 00:00:00,39,11.074104522499676,79.69194094952121,447,62.93714882117352,Medium
2025-01-01 00:01:00,29,12.414516921612611,80.0801414047967,177,60.19089465129311,High
2025-01-01 00:02:00,15,12.030668290653928,78.54740389356024,445,65.04940834004927,High
2025-01-01 00:03:00,43,12.071414251302533,78.40512590920308,144,52.07262063701582,Low
2025-01-01 00:04:00,8,11.042688698697763,79.72744633251881,472,79.89821027403241,High
2025-01-01 00:05:00,21,11.359394366971358,79.95345872558045,156,61.283907355029235,Low
2025-01-01 00:06:00,39,12.593726977277685,79.77999688388913,355,45.16547665427952,High
2025-01-01 00:07:00,19,11.866478854023889,78.2940273709831,147,71.47886272169444,Low
2025-01-01 00:08:00,23,11.851255979760232,79.7459534463573,396,49.29864822198564,Medium
2025-01-01 00:09:00,11,12.055597130699109,79.0091138330422,482,25.39310508333385,Low
2025-01-01 00:10:00,11,11.797753543571234,79.40110292942349,73,46.32290867532825,Low
2025-01-01 00:11:00,24,12.654112641441303,78.9252065077452,55,46.57051566576445,High
2025-01-01 00:12:00,36,12.522021955144037,78.03093994155154,38,16.14119960364264,Low
2025-01-01 00:13:00,40,11.529109698780713,80.291392693406,406,60.82725675565408,Low
2025-01-01 00:14:00,24,12.667786560179916,78.40443883150633,303,30.09997751307241,Medium
2025-01-01 00:15:00,3,11.992794789294212,79.54855498752526,339,12.35521975128967,Medium
2025-01-01 00:16:00,22,12.243794716444242,78.50976955652146,29,10.44623165439487,Medium
2025-01-01 00:17:00,2,12.792204413353476,78.08531003989866,100,35.469698819638786,Low
2025-01-01 00:18:00,24,11.894784473264433,80.27428925850634,437,44.01219114634311,High
2025-01-01 00:19:00,44,12.539398833871573,78.01483550435778,134,54.15833047307126,Medium
2025-01-01 00:20:00,30,12.244600925941603,79.42060716423556,105,68.25528897704736,Medium
2025-01-01 00:21:00,38,11.781513364984363,79.70181463047587,390,43.371434482776614,Medium
2025-01-01 00:22:00,2,12.61481124266929,79.30106304127933,140,36.961418568352954,Low
2025-01-01 00:23:00,21,11.041865971101505,79.76766932347942,460,67.49668062862443,Medium
2025-01-01 00:24:00,33,12.13680649980874,78.39246501722211,415,74.89611514219331,High
2025-01-01 00:25:00,12,10.906744741956649,78.05476516229557,278,75.56364567883352,Medium
2025-01-01 00:26:00,22,11.159188993835748,79.23025287269951,349,12.72334692433081,High
2025-01-01 00:27:00,44,12.177409366045605,78.9979896737668,479,67.50722770564637,High
2025-01-01 00:28:00,25,11.507495402178735,79.76374455875353,226,13.19568011016824,Medium
2025-01-01 00:29:00,49,11.403692474116596,78.13991156451506,222,35.36701098821202,High
2025-01-01 00:30:00,27,12.998428991759742,78.12326779714742,155,73.87896652154572,Low
2025-01-01 00:31:00,42,11.641582932644178,78.77266859588978,389,13.305558871423909,Medium
2025-01-01 00:32:00,28,12.098905381519355,79.81872001471213,479,16.174022433998488,Low
2025-01-01 00:33:00,16,12.028772173939098,79.0780315186848,180,51.825931399077085,Low
2025-01-01 00:34:00,15,10.942642373217362,79.81004826193187,405,78.71607931785196,Medium
2025-01-01 00:35:00,47,12.350834198229157,79.47027611154495,270,21.187344583078037,High
2025-01-01 00:36:00,44,11.979673035243007,78.98655721548167,264,22.285289188520274,Low
2025-01-01 00:37:00,3,11.677259368636001,79.91998756952947,452,68.42725174663141,Medium
2025-01-01 00:38:00,37,10.9518386769524,79.53194880685399,281,60.24723437078909,Medium
2025-01-01 00:39:00,7,11.473932165469444,78.96633460619994,196,77.89212540031934,High
2025-01-01 00:40:00,21,12.833419364353798,78.25675836242381,375,67.17703985852583,Low
2025-01-01 00:41:00,9,11.199536158607179,78.84241949058332,329,55.952110049258614,High
2025-01-01 00:42:00,39,11.304467371428728,78.13518669026999,376,28.121707522704305,Medium
2025-01-01 00:43:00,18,11.272176271460475,79.11157331440884,37,69.83301568884843,High
2025-01-01 00:44:00,4,12.848851084290716,78.1260856415094,429,61.62215931050638,Low
2025-01-01 00:45:00,25,12.409989610252152,79.771910733877,397,26.3629032061817,Medium
2025-01-01 00:46:00,14,12.828239045026045,78.81893284820755,90,68.72521693590318,Low
2025-01-01 00:47:00,50,12.901616949716715,79.40241698534966,409,67.46040377449357,Low
2025-01-01 00:48:00,9,12.934325330867747,78.701304457843,11,25.461675376685875,High
2025-01-01 00:49:00,26,11.917145909518302,80.02923188985048,125,15.993234827231888,Medium
2025-01-01 00:50:00,2,11.895314857434695,79.13052083236016,347,60.941040769546774,Low
2025-01-01 00:51:00,20,12.706522532590563,79.71992816669317,20,58.1986929712064,High
2025-01-01 00:52:00,28,11.563431350549553,79.51864030480563,125,14.426431241391604,Medium
2025-01-01 00:53:00,47,10.851085597895825,79.61261227153292,402,16.140959240954583,High
2025-01-01 00:54:00,7,11.562559749135238,79.18827575592502,413,13.63192492077335,Low
2025-01-01 00:55:00,44,12.44760575993229,80.29681957941808,285,14.238921612216874,High
2025-01-01 00:56:00,8,11.08431231870776,78.23264510128526,18,43.72656833268187,High
2025-01-01 00:57:00,47,12.604995973167492,79.16861575202846,301,36.68653002772716,High
2025-01-01 00:58:00,35,12.675590930126372,78.84172572626717,197,65.68793421383407,High
2025-01-01 00:59:00,14,11.032098441878988,78.82680324427992,77,39.82649143387688,Medium
2025-01-01 01:00:00,17,11.025030358833694,79.73485557535768,193,28.66701680980229,Low
2025-01-01 01:01:00,36,11.257267937025787,78.01697685680931,406,64.59940157305846,High
2025-01-01 01:02:00,50,11.619695604484658,78.88550875685524,293,12.904364598315622,High
2025-01-01 01:03:00,40,12.02528720777223,78.94413367367878,382,25.076443714691017,High
2025-01-01 01:04:00,4,11.916746595524447,79.16458986371468,258,25.830045740624133,Low
2025-01-01 01:05:00,2,12.762287520541722,78.90788095705878,79,61.038131355049515,High
2025-01-01 01:06:00,6,11.127133570276571,78.67555215597098,366,52.61137798529981,High
2025-01-01 01:07:00,42,12.40441726105671,79.26578999286028,354,55.05348578091349,High
2025-01-01 01:08:00,4,12.062439146002312,80.08774717979558,174,22.02234598551241,High
2025-01-01 01:09:00,29,12.49469709327311,78.75265784121014,225,19.992533525052416,Medium
2025-01-01 01:10:00,18,11.586476781706939,78.2429387661819,150,74.59830156408226,Medium
2025-01-01 01:11:00,26,11.884173146074119,79.15006180037605,69,74.54532456497986,High
2025-01-01 01:12:00,44,10.865763875127955,79.93902823573997,128,33.17787297404165,Medium
2025-01-01 01:13:00,34,11.067043590877054,78.3162668703244,17,62.53633326484005,Low
2025-01-01 01:14:00,10,11.662489907512214,79.9523217991904,387,10.64014960362871,High
2025-01-01 01:15:00,36,11.90688590456478,79.63938232485407,72,44.67463742966693,High
2025-01-01 01:16:00,14,10.997217854047921,79.28567126509162,39,20.292780975209457,Medium
2025-01-01 01:17:00,31,12.697472972992802,79.02924317151357,496,32.53722771488643,Medium
2025-01-01 01:18:00,48,12.975920433367238,78.9647566590882,322,67.47873612769313,Low
2025-01-01 01:19:00,15,12.171714199047184,79.6693788367149,149,56.43514597943646,Medium
2025-01-01 01:20:00,8,10.922824418798442,79.09122316500337,38,70.15332073087583,Medium
2025-01-01 01:21:00,14,12.499300315746966,79.50432338671125,432,10.845682271251416,Low
2025-01-01 01:22:00,23,11.299476538257053,78.08509610722274,129,12.347804243229866,High
2025-01-01 01:23:00,40,12.487398891836355,80.16286922357918,318,20.09181437580444,Low
2025-01-01 01:24:00,21,11.7989958348085,79.03873241213459,179,41.77563966620316,Low
2025-01-01 01:25:00,16,10.922881309363037,80.10212231842213,65,14.317751238994946,Medium
